LANDMARK_ID,LANDMARK_ID,DISTANCE
L0013202,L0004856,11329
L0007524,L0002604,9686
L0001125,L0006405,13038
L0000353,L0000384,6359
L0005325,L0006485,14375
L0008232,L0000527,2005
L0015869,L0013808,15610
L0003492,L0003869,308
L0014643,L0004057,6591
L0010701,L0002422,11479
L0013539,L0016255,7159
L0009665,L0003451,6685
L0005875,L0005126,1469
L0014072,L0012370,14478
L0015826,L0011990,4319
L0014308,L0006160,3877
L0013368,L0015448,6189
L0000452,L0008001,13073
L0008344,L0002841,15916
L0002224,L0004537,12676
L0009024,L0000751,13564
L0014395,L0000073,5328
L0013319,L0003758,11460
L0004499,L0003844,13270
L0004877,L0010290,705
L0002715,L0015092,11407
L0015184,L0015724,9828
L0007748,L0000392,1436
L0014268,L0007120,11933
L0006573,L0005285,7979
L0012949,L0000403,8177
L0010969,L0011115,5825
L0000212,L0015069,13399
L0001719,L0014748,15218
L0000979,L0005403,9715
L0000226,L0007514,13734
L0011813,L0014149,14796
L0005139,L0005608,5675
L0002055,L0014308,1736
L0012696,L0006491,12100
L0014471,L0001414,12854
L0008004,L0001364,15400
L0016348,L0014222,1864
L0004917,L0001049,15953
L0002689,L0008179,2817
L0002315,L0000953,14820
L0006667,L0013396,7373
L0009082,L0006466,9773
L0005885,L0010534,11106
L0011297,L0012119,8674
L0000910,L0008784,13026
L0003655,L0015842,10250
L0007384,L0007331,9773
L0004601,L0012734,4908
L0004091,L0006996,10584
L0005338,L0015008,7685
L0007741,L0006398,1487
L0005336,L0001018,2824
L0014488,L0010216,5063
L0001939,L0000838,14452
L0008363,L0008691,11563
L0013436,L0012055,4440
L0003454,L0007700,4848
L0006657,L0006546,8025
L0012654,L0015855,6391
L0004379,L0011380,3288
L0009517,L0008809,4470
L0010975,L0008224,4321
L0013161,L0001451,12306
L0002854,L0003407,6222
L0001917,L0003802,16090
L0013860,L0003845,14911
L0002821,L0001220,672
L0013022,L0013649,14431
L0003325,L0004343,6790
L0011912,L0002205,8524
L0006204,L0013777,9487
L0000572,L0005609,6000
L0007534,L0001296,11501
L0015008,L0006018,10658
L0005232,L0014327,13101
L0013982,L0002834,14578
L0000203,L0008553,9537
L0012390,L0002205,5324
L0011731,L0001704,13357
L0004405,L0000987,15555
L0009759,L0007033,7929
L0011386,L0015698,10388
L0005835,L0000175,7042
L0007847,L0004038,5179
L0006814,L0009841,5484
L0001802,L0012092,5632
L0010298,L0010552,6988
L0000854,L0007056,7951
L0001414,L0014971,12805
L0004569,L0005813,6358
L0009430,L0009870,3547
L0001525,L0012767,4990
L0015786,L0009330,6218
L0005770,L0006453,13828
L0000958,L0007667,2686
L0006439,L0007899,563
L0008503,L0008225,14772
L0012068,L0011994,5751
L0014622,L0001867,3164
L0007323,L0010396,7255
L0002348,L0015723,10454
L0004778,L0009031,2992
L0001270,L0005903,4742
L0006108,L0003184,9664
L0001310,L0011230,16292
L0004084,L0000856,8721
L0011548,L0011496,1646
L0015735,L0007755,12240
L0008790,L0011014,12323
L0006030,L0013159,14590
L0006341,L0009597,15824
L0010224,L0015398,9058
L0004953,L0004833,9164
L0009960,L0002334,15737
L0005127,L0004276,925
L0002750,L0010814,13303
L0009208,L0006270,2398
L0008841,L0004621,10143
L0011131,L0012213,1244
L0003283,L0005106,12047
L0007223,L0003396,508
L0014966,L0014684,16227
L0004399,L0001201,441
L0013412,L0013187,10839
L0003530,L0000981,8471
L0013543,L0000059,14502
L0013021,L0008657,2267
L0009828,L0011430,8374
L0001986,L0003951,6226
L0003331,L0007273,13231
L0013873,L0000074,12234
L0011921,L0015473,9480
L0007176,L0014127,485
L0016328,L0009066,12720
L0015283,L0008989,6875
L0000399,L0012406,10448
L0007920,L0014211,9530
L0012526,L0010793,4520
L0012609,L0008225,6675
L0001254,L0001488,912
L0015934,L0003908,3
L0008216,L0006876,4392
L0013542,L0008795,4495
L0005661,L0006433,8739
L0003791,L0004694,10315
L0003864,L0001853,8871
L0004334,L0013537,13859
L0015273,L0012616,15511
L0008683,L0011289,9547
L0012606,L0007485,13324
L0002862,L0006669,15187
L0004085,L0010638,4128
L0010375,L0005543,2387
L0007246,L0000146,1842
L0004029,L0000469,11761
L0012304,L0003714,7878
L0009774,L0015795,11291
L0015726,L0000830,5229
L0004571,L0011698,9430
L0002914,L0007888,5688
L0006964,L0006612,4017
L0015151,L0007979,9730
L0015860,L0005259,6031
L0007036,L0002817,8723
L0001860,L0000657,9554
L0011728,L0006968,11563
L0015218,L0002512,8642
L0002025,L0013678,14455
L0014416,L0004426,5267
L0006296,L0010928,1136
L0004742,L0013310,9468
L0007348,L0010129,115
L0014918,L0011399,4987
L0007504,L0006490,13937
L0004103,L0013780,609
L0001452,L0001125,15116
L0000118,L0010498,6178
L0005345,L0008718,2700
L0011204,L0004316,11657
L0009002,L0005060,14823
L0008615,L0011898,653
L0005919,L0004372,12098
L0012832,L0000636,12959
L0013720,L0011409,9265
L0001575,L0011116,3013
L0015092,L0014898,497
L0015124,L0004488,13287
L0010995,L0011957,3608
L0013869,L0003654,3393
L0011619,L0012145,7119
L0003811,L0008568,2772
L0006072,L0013393,813
L0005780,L0008166,589
L0009617,L0009793,6468
L0002990,L0013261,10321
L0013013,L0005509,3541
L0013867,L0011426,12504
L0005194,L0000629,5948
L0007761,L0011783,3180
L0005937,L0004851,7973
L0011974,L0008074,8577
L0015353,L0008800,6171
L0006805,L0008973,10388
L0014541,L0010257,11916
L0004926,L0011995,14978
L0004161,L0005584,5719
L0002164,L0011365,7962
L0010053,L0013796,12365
L0002108,L0009859,7705
L0002919,L0004519,4064
L0006849,L0007956,3124
L0013894,L0014360,13392
L0014893,L0007426,6979
L0013184,L0015890,6057
L0009853,L0007934,4075
L0004070,L0013456,13310
L0014264,L0000729,12356
L0016343,L0007607,5503
L0013654,L0005882,14213
L0007775,L0000413,9446
L0011675,L0014944,15470
L0004724,L0001595,39
L0002803,L0003984,4239
L0015925,L0008640,9404
L0005053,L0003185,16118
L0010631,L0009324,11588
L0013404,L0007659,13762
L0012028,L0011020,9389
L0013387,L0012341,9451
L0004455,L0009454,10446
L0005754,L0010867,5403
L0014847,L0000121,6947
L0003330,L0001486,13089
L0007356,L0007924,11137
L0016354,L0010811,12775
L0009305,L0003169,7163
L0001545,L0004095,9428
L0010478,L0004957,4934
L0014319,L0006479,5756
L0014608,L0002587,7872
L0000006,L0016003,6016
L0010834,L0000713,9770
L0000697,L0012613,7115
L0014399,L0004361,8556
L0009155,L0010725,13528
L0004491,L0010983,8097
L0006715,L0007788,14165
L0007681,L0007290,7658
L0005014,L0013526,2657
L0011090,L0014242,1651
L0008429,L0012258,14998
L0004157,L0009165,1305
L0014238,L0003908,14393
L0010613,L0016294,7861
L0005310,L0011544,14451
L0007780,L0010486,189
L0003355,L0014352,15637
L0000458,L0012032,1627
L0004166,L0006120,3500
L0015060,L0012645,8702
L0002630,L0010422,11036
L0012451,L0013130,13252
L0009261,L0000119,3824
L0012434,L0002035,15981
L0016321,L0007704,8456
L0007785,L0002288,15186
L0011528,L0013470,9577
L0004829,L0012330,12683
L0011858,L0016160,9348
L0015071,L0005493,3766
L0002505,L0016366,11499
L0014980,L0001917,14060
L0002556,L0009103,225
L0005175,L0015322,15595
L0015303,L0000954,12352
L0000832,L0011295,3632
L0006593,L0010478,8034
L0005955,L0016299,7143
L0009136,L0010837,7693
L0011233,L0008412,14824
L0006584,L0001930,6957
L0015958,L0011118,7789
L0011943,L0003755,9884
L0001667,L0016210,5503
L0014835,L0000521,8924
L0013789,L0007474,4534
L0012249,L0012192,6871
L0014456,L0001795,14748
L0013855,L0000558,796
L0013702,L0009462,11887
L0007597,L0015517,12360
L0003734,L0009061,1548
L0003462,L0002561,3356
L0010044,L0015609,8981
L0015589,L0013743,14729
L0007256,L0015467,3392
L0005995,L0013761,5812
L0006674,L0002646,12730
L0015207,L0014800,12442
L0000869,L0011866,7325
L0011001,L0014696,7040
L0012672,L0009559,15569
L0006592,L0007323,12317
L0013047,L0005821,5484
L0013571,L0015833,9711
L0001128,L0007220,8005
L0008078,L0009005,4506
L0006244,L0003914,2973
L0016337,L0014054,13640
L0009508,L0007251,14333
L0006288,L0012797,15808
L0003548,L0008432,10875
L0009076,L0011339,11247
L0002267,L0006193,15149
L0002598,L0001399,10974
L0002616,L0003741,12784
L0006344,L0015889,9966
L0014900,L0003949,15945
L0013477,L0006197,1445
L0013012,L0010981,2980
L0005537,L0010848,2370
L0006034,L0004335,15514
L0008513,L0003852,15570
L0008295,L0014653,14623
L0014371,L0000934,1063
L0000311,L0007777,7983
L0013846,L0001823,14536
L0007293,L0010238,4400
L0003641,L0000246,7556
L0010823,L0004797,13568
L0006993,L0011964,4090
L0008967,L0004337,14273
L0007405,L0009369,5703
L0008965,L0002761,9913
L0009928,L0011583,4064
L0012409,L0016179,9430
L0011227,L0002567,16321
L0004523,L0010569,16017
L0011174,L0008388,3835
L0006390,L0003590,7957
L0009566,L0000453,12457
L0000062,L0001391,7587
L0006240,L0007670,11354
L0005661,L0013728,6562
L0005757,L0001722,14656
L0009190,L0011399,12039
L0009101,L0006345,7879
L0013374,L0003520,7367
L0013146,L0006583,9279
L0011964,L0001768,6046
L0011027,L0005113,13105
L0015115,L0001152,5495
L0006285,L0001553,13764
L0011702,L0005118,14933
L0004910,L0009485,14299
L0002470,L0001010,5743
L0015073,L0011985,2030
L0011198,L0011371,12369
L0015125,L0011418,12391
L0011336,L0016310,10113
L0009471,L0005969,13783
L0014419,L0004794,3017
L0015239,L0004451,15227
L0010509,L0015929,6704
L0011720,L0010314,13394
L0013959,L0002387,539
L0006749,L0006320,5237
L0006760,L0009459,14038
L0012061,L0000672,5511
L0014695,L0014801,15710
L0003547,L0010167,761
L0015116,L0016294,14049
L0001328,L0016312,3464
L0014614,L0014806,6364
L0001645,L0001268,15675
L0002524,L0011917,7007
L0002690,L0009676,13300
L0006515,L0012495,9268
L0000260,L0000127,8799
L0002806,L0003268,8232
L0014053,L0003142,10101
L0000472,L0009889,12698
L0007420,L0012760,11549
L0003805,L0004233,10476
L0013330,L0003020,12103
L0000065,L0014840,8485
L0010347,L0000938,11621
L0015479,L0000921,3582
L0007531,L0014794,11617
L0015961,L0005243,349
L0015854,L0001705,1944
L0012383,L0007833,558
L0012954,L0007612,14950
L0003279,L0010927,6007
L0007595,L0004462,803
L0004262,L0000920,1876
L0009856,L0015528,15529
L0009679,L0013553,12059
L0010547,L0010565,11789
L0003317,L0013583,3328
L0009716,L0015488,5344
L0008291,L0013066,5383
L0005226,L0014900,5321
L0009233,L0011228,9812
L0011679,L0005707,8251
L0012586,L0013722,15689
L0004802,L0004436,13813
L0009002,L0008923,15959
L0014958,L0002678,3758
L0004744,L0005546,5940
L0002401,L0001057,11948
L0013714,L0002771,1520
L0011391,L0001005,4813
L0002892,L0009107,10655
L0010815,L0002126,5223
L0003820,L0007395,5240
L0010769,L0001186,2224
L0012597,L0004385,9783
L0001925,L0011137,4230
L0005002,L0009913,3498
L0002754,L0001683,980
L0000256,L0012695,6751
L0016302,L0003704,707
L0009801,L0003730,4030
L0000977,L0010980,14310
L0002220,L0008993,15428
L0010962,L0003874,5577
L0000462,L0003489,3737
L0002704,L0008586,5700
L0011900,L0001083,9439
L0014208,L0005685,326
L0001370,L0005665,13145
L0014570,L0012828,15168
L0005665,L0010986,10402
L0014906,L0005322,7647
L0001027,L0013770,6355
L0015865,L0004421,7565
L0016042,L0005654,9772
L0005970,L0000119,11295
L0013145,L0003935,441
L0012805,L0004580,5022
L0008988,L0009083,9804
L0011987,L0001295,16008
L0005087,L0011797,6484
L0002689,L0008133,4956
L0010680,L0002550,6128
L0014888,L0013108,9140
L0005308,L0003545,12046
L0015011,L0010188,13232
L0004899,L0001616,3366
L0010068,L0013148,13994
L0005335,L0008864,1993
L0007577,L0001590,2867
L0014806,L0009283,2607
L0010589,L0006188,8013
L0014143,L0016347,4036
L0007286,L0007541,9294
L0013776,L0007645,3875
L0013500,L0008306,12008
L0011530,L0006709,10682
L0001858,L0008021,9687
L0006335,L0001895,6651
L0001312,L0011622,15617
L0010537,L0000852,12257
L0013364,L0007400,15537
L0011366,L0002827,6235
L0001275,L0015127,13334
L0001699,L0007572,1904
L0014464,L0011506,3591
L0001411,L0000223,5846
L0002711,L0001141,1769
L0012202,L0014794,13122
L0012757,L0013527,8516
L0002124,L0000523,4601
L0008775,L0008605,12886
L0001470,L0008051,7263
L0003964,L0003761,9710
L0012026,L0009965,6406
L0016082,L0001011,15095
L0007580,L0001028,14622
L0015122,L0013685,303
L0011239,L0008437,13489
L0011830,L0006748,16376
L0015805,L0010971,1952
L0002034,L0005414,10209
L0012640,L0000464,1710
L0009016,L0011987,3384
L0013892,L0001095,4163
L0008245,L0004150,12959
L0000656,L0009209,1312
L0001389,L0010724,15420
L0005468,L0012503,5583
L0009391,L0008783,1342
L0000788,L0008550,3017
L0008768,L0015487,9491
L0011342,L0004557,5131
L0013721,L0007256,11316
L0003885,L0011234,3713
L0011533,L0004772,14745
L0011349,L0000470,10369
L0010252,L0007140,1155
L0001933,L0003099,11006
L0008901,L0014371,12308
L0008709,L0015062,7200
L0004072,L0008486,15379
L0003541,L0008940,10919
L0000667,L0008221,8656
L0005832,L0001176,8097
L0002872,L0002938,9182
L0010686,L0005840,13649
L0000878,L0001113,9057
L0008635,L0005996,5947
L0000870,L0002937,79
L0008514,L0000090,9135
L0007785,L0008587,5522
L0007173,L0005965,14467
L0013264,L0001298,13764
L0003765,L0013757,10023
L0005909,L0007097,14132
L0005125,L0001593,9584
L0014772,L0008943,13350
L0005142,L0014156,4691
L0006824,L0014868,8194
L0016171,L0008285,9163
L0015489,L0004917,2941
L0015607,L0010274,1458
L0012530,L0002520,10425
L0009643,L0001504,2565
L0007964,L0012410,8747
L0005431,L0004604,13787
L0015717,L0010222,2557
L0004014,L0015104,9942
L0014453,L0003020,16367
L0016347,L0008194,9118
L0002631,L0013239,2426
L0001415,L0008848,9844
L0007195,L0006455,80
L0002746,L0013821,33
L0002212,L0011080,8207
L0008543,L0004473,9381
L0003155,L0011318,14287
L0009994,L0006394,3418
L0009951,L0010996,6481
L0013179,L0000301,7074
L0010293,L0007449,11996
L0003505,L0009237,4617
L0009114,L0013770,15120
L0010867,L0012552,9456
L0010078,L0009724,3612
L0012135,L0016218,6435
L0001727,L0011508,926
L0005065,L0008866,6045
L0012605,L0009653,14536
L0014627,L0006685,14995
L0000447,L0014822,2169
L0016203,L0010530,16099
L0005542,L0009857,13207
L0003705,L0012627,931
L0014445,L0014578,6063
L0015428,L0004760,6104
L0008872,L0004907,7097
L0003266,L0000962,8291
L0011513,L0006409,3314
L0004288,L0009225,14734
L0004493,L0001035,11679
L0013971,L0009877,13528
L0013448,L0003609,6625
L0003528,L0014255,15519
L0007614,L0002912,10370
L0007314,L0012608,525
L0003402,L0010899,12304
L0012663,L0002784,5423
L0007055,L0001413,10503
L0000571,L0007046,11214
L0010580,L0002386,13900
L0013468,L0014331,9139
L0000287,L0014917,9189
L0009000,L0000184,14481
L0015606,L0014900,2406
L0011680,L0004113,11690
L0015862,L0010344,13676
L0007571,L0000181,10851
L0008945,L0001188,13741
L0006141,L0005371,8167
L0004576,L0013612,9040
L0007116,L0007783,5553
L0005593,L0002660,8758
L0016177,L0007485,2213
L0005173,L0009026,2397
L0010596,L0011733,4742
L0007779,L0009897,14935
L0009883,L0002646,11528
L0000243,L0006772,8661
L0010943,L0014093,10067
L0002340,L0004658,1693
L0004549,L0015231,2270
L0001159,L0015707,4941
L0004272,L0007598,2884
L0010382,L0014652,11748
L0009862,L0009578,15957
L0005851,L0013450,3978
L0014513,L0006100,7596
L0012952,L0014082,10517
L0001118,L0008877,14892
L0007375,L0005802,14023
L0004059,L0000853,14080
L0000868,L0001702,14445
L0015414,L0006865,568
L0002761,L0014062,15036
L0003769,L0011576,14038
L0001530,L0002958,15548
L0014838,L0012875,1018
L0012419,L0013683,6298
L0000082,L0008485,10758
L0008721,L0015441,10371
L0000102,L0006043,6072
L0003896,L0004485,8510
L0006049,L0007145,12891
L0011310,L0005713,13819
L0009526,L0000818,12170
L0010768,L0004562,16045
L0005339,L0014524,2214
L0006491,L0005945,12235
L0014591,L0013373,11599
L0012303,L0001350,14346
L0014334,L0002527,167
L0014779,L0005056,15887
L0012689,L0014207,10073
L0000807,L0000746,6604
L0010339,L0001046,639
L0011607,L0004984,2747
L0000291,L0007060,109
L0006203,L0013808,13922
L0005274,L0013435,6786
L0011225,L0004062,9955
L0012622,L0002705,3908
L0006991,L0014343,7575
L0014781,L0007558,12300
L0006115,L0013536,612
L0015948,L0011558,6231
L0008196,L0006626,5452
L0001318,L0015780,9996
L0004453,L0011387,7164
L0009232,L0013607,644
L0010249,L0006539,3654
L0006484,L0009192,5023
L0014795,L0015710,4209
L0000137,L0008350,10627
L0001163,L0005659,4097
L0006658,L0005976,7638
L0011415,L0012444,8649
L0010434,L0002639,431
L0008895,L0006136,14564
L0003768,L0012431,8200
L0013735,L0013030,10732
L0013590,L0013592,7500
L0003310,L0012733,6550
L0007135,L0002337,7508
L0013960,L0016365,2766
L0007214,L0002200,1885
L0002450,L0003358,16004
L0014619,L0010557,1673
L0006177,L0004161,11891
L0008758,L0008025,4273
L0008289,L0000762,15916
L0009576,L0012943,1101
L0012544,L0005251,7402
L0011362,L0005584,7491
L0000159,L0010522,15514
L0008975,L0014618,8627
L0004927,L0015818,7365
L0000541,L0001942,11899
L0015962,L0002712,7430
L0003934,L0009801,13393
L0012420,L0013573,7934
L0000024,L0015432,14483
L0007516,L0011570,4402
L0011397,L0000702,13520
L0007001,L0012753,4256
L0002538,L0014127,424
L0010405,L0014035,4957
L0008248,L0006276,10716
L0002075,L0016332,13308
L0001075,L0001668,12326
L0006909,L0008206,801
L0015504,L0007606,14583
L0014434,L0000320,13748
L0002446,L0008684,7680
L0004110,L0010477,10777
L0004499,L0003740,559
L0005827,L0004635,6242
L0000587,L0008533,15427
L0008754,L0013623,7203
L0008068,L0008537,5749
L0006228,L0000363,2536
L0006233,L0002384,3959
L0006449,L0012802,267
L0014279,L0006435,2321
L0012510,L0012495,8354
L0016261,L0011724,1075
L0004517,L0005166,9101
L0007851,L0008575,4847
L0009763,L0014390,3606
L0006745,L0007720,15137
L0005431,L0003735,6137
L0013825,L0006229,5862
L0002383,L0006367,4993
L0001238,L0007014,9265
L0009047,L0016317,10757
L0007661,L0008987,2360
L0015887,L0013953,642
L0011710,L0007227,10157
L0003580,L0007502,467
L0000810,L0006027,12135
L0007975,L0005421,650
L0013737,L0008803,13169
L0003854,L0001012,1020
L0006246,L0001984,275
L0015896,L0004729,13006
L0003100,L0012445,10298
L0002132,L0013069,9060
L0001546,L0004656,13750
L0011394,L0002095,5428
L0000983,L0004205,16114
L0005858,L0011359,2897
L0002371,L0004908,12224
L0000717,L0002809,10147
L0010892,L0015263,13453
L0011720,L0013335,2208
L0004997,L0011550,3861
L0005623,L0000035,15823
L0005192,L0006029,16342
L0010061,L0013159,1172
L0003176,L0015637,10392
L0009648,L0016318,15385
L0015922,L0010507,16305
L0011580,L0013377,11504
L0005471,L0008668,8292
L0007139,L0000061,9962
L0014189,L0013378,2097
L0012361,L0012498,9046
L0009169,L0000334,9766
L0001801,L0010641,16362
L0015595,L0010907,14804
L0007152,L0012582,8001
L0007677,L0003836,14076
L0002082,L0003443,3402
L0011818,L0014088,12976
L0003095,L0006678,3706
L0012964,L0010434,5080
L0013191,L0014902,5474
L0008777,L0015759,2440
L0011382,L0010553,9422
L0015764,L0001087,342
L0002227,L0001850,8292
L0006103,L0011552,11243
L0015227,L0009222,10674
L0007245,L0015942,14824
L0015375,L0013724,8928
L0003914,L0011079,2464
L0005138,L0006992,9904
L0012002,L0010986,69
L0006179,L0015876,1115
L0013397,L0000153,531
L0008755,L0013177,10347
L0010691,L0009470,6672
L0007725,L0003387,1246
L0012132,L0006568,11690
L0010738,L0011519,13776
L0007657,L0006441,8941
L0001951,L0011201,247
L0009786,L0008094,15451
L0008098,L0010266,5200
L0014908,L0006110,50
L0015012,L0002237,7725
L0010497,L0010244,15297
L0010195,L0007872,7540
L0014201,L0013291,8788
L0014457,L0007567,14733
L0015613,L0013939,7568
L0015538,L0011849,14409
L0003682,L0016350,15199
L0015975,L0014354,5358
L0004396,L0003660,455
L0010346,L0013256,16225
L0005224,L0002426,1939
L0002567,L0002460,10628
L0016174,L0004729,6096
L0014227,L0010971,8040
L0000122,L0005415,6681
L0004613,L0015867,15857
L0013771,L0005611,814
L0008730,L0008065,4247
L0012715,L0015280,3340
L0008730,L0016364,16369
L0013042,L0003826,11019
L0000520,L0006817,6331
L0014839,L0012897,10180
L0000643,L0011682,4254
L0007942,L0014862,5946
L0006852,L0007495,4133
L0005551,L0008163,9905
L0013961,L0010456,14120
L0004847,L0004326,14672
L0015415,L0006309,13360
L0006010,L0000418,5445
L0016032,L0014084,11913
L0010967,L0015408,13214
L0000284,L0005073,3497
L0004752,L0016022,12236
L0014924,L0014469,4242
L0004256,L0011344,3809
L0014105,L0010440,14482
L0011182,L0001002,9414
L0012371,L0014470,10265
L0001887,L0014012,178
L0002232,L0001614,15277
L0000622,L0006944,7070
L0003362,L0010327,5282
L0004079,L0005122,431
L0005929,L0008849,15321
L0015037,L0006194,4290
L0007298,L0006158,1498
L0002255,L0000957,6484
L0015856,L0008612,10247
L0010560,L0013523,1602
L0002273,L0007183,5673
L0002138,L0015321,4518
L0002925,L0004028,9972
L0000614,L0008772,14561
L0015623,L0000173,15228
L0007068,L0010774,13121
L0004167,L0010662,3836
L0006322,L0012042,8406
L0012702,L0010398,12513
L0013647,L0016014,8795
L0003032,L0000975,12291
L0003723,L0000448,4029
L0004835,L0015187,13462
L0013458,L0006660,11255
L0009954,L0003838,10258
L0014853,L0016265,11256
L0003532,L0015362,10714
L0005036,L0010704,2265
L0000251,L0014202,2266
L0000201,L0004871,8403
L0010805,L0004998,10049
L0001355,L0004100,10984
L0011837,L0006585,1306
L0008101,L0016286,12093
L0008887,L0008683,7086
L0006260,L0002610,6596
L0008448,L0012199,1014
L0005946,L0013877,3788
L0010868,L0016276,2419
L0011313,L0005811,14928
L0009995,L0001174,10132
L0012547,L0013255,4256
L0002825,L0012582,13216
L0003374,L0013158,6102
L0004503,L0003337,141
L0006035,L0011287,10168
L0011498,L0008206,13746
L0008675,L0008456,12369
L0005329,L0011990,5
L0004298,L0013920,5160
L0000479,L0003527,10713
L0014269,L0001468,14258
L0009530,L0003004,9599
L0004805,L0002910,12208
L0016123,L0010936,8235
L0012139,L0014157,5271
L0010442,L0005563,1874
L0011305,L0002869,1554
L0009433,L0012430,1404
L0014240,L0010200,10727
L0016170,L0013307,10741
L0003797,L0000459,14760
L0003310,L0007257,4067
L0008416,L0012820,15345
L0015059,L0004619,13073
L0007546,L0003709,12372
L0010919,L0012030,14397
L0012036,L0012759,10288
L0014301,L0001379,5722
L0010094,L0008865,5299
L0000596,L0006356,13285
L0012748,L0012377,14160
L0002308,L0008671,15186
L0006507,L0007696,14200
L0006671,L0002036,3156
L0016210,L0015350,16097
L0012164,L0013270,1575
L0014712,L0011299,5354
L0006466,L0010663,144
L0010263,L0008735,2738
L0007032,L0007385,2699
L0010899,L0016141,5474
L0007439,L0000167,8656
L0012785,L0008495,8236
L0009281,L0005989,6028
L0004042,L0012543,13091
L0010664,L0010680,12798
L0003478,L0005787,3642
L0014038,L0002760,10866
L0011998,L0004012,5708
L0009071,L0003616,1426
L0014625,L0011246,3437
L0003518,L0007882,10032
L0005313,L0006133,16302
L0006210,L0015558,12579
L0007268,L0002765,6615
L0009960,L0003420,14398
L0006684,L0007617,3497
L0006019,L0016278,13911
L0007555,L0013983,1668
L0005681,L0014401,10177
L0005349,L0003843,10518
L0000728,L0005968,8552
L0012430,L0016271,5754
L0013164,L0004989,8727
L0014527,L0015925,13528
L0014961,L0001271,15398
L0015235,L0008805,16189
L0010769,L0004965,11649
L0014120,L0004523,2797
L0000232,L0010329,14406
L0000791,L0006895,6984
L0009558,L0001236,5621
L0006770,L0014837,6822
L0006341,L0004397,7563
L0009127,L0002774,13678
L0014223,L0010757,2914
L0010896,L0001926,14614
L0007020,L0002376,6758
L0003196,L0015744,14790
L0011858,L0008739,9766
L0012819,L0000185,14079
L0016109,L0001577,5959
L0008796,L0007067,10909
L0016325,L0013812,8500
L0001265,L0002998,4500
L0007295,L0008657,5999
L0006956,L0000958,8148
L0006412,L0014690,14675
L0005224,L0004332,8652
L0014502,L0002481,3510
L0009567,L0015531,4562
L0015539,L0012548,6785
L0013167,L0006896,11725
L0012268,L0003005,14283
L0013110,L0014404,7986
L0000934,L0001031,11720
L0002540,L0010875,890
L0006835,L0008929,14777
L0011389,L0008198,9435
L0015033,L0009528,10173
L0011452,L0009847,9985
L0013893,L0002131,4939
L0008712,L0001176,8856
L0009696,L0013593,10689
L0015288,L0003767,6817
L0009811,L0016112,2885
L0004625,L0007548,7622
L0007471,L0009947,9499
L0014484,L0009922,2509
L0000263,L0004607,8127
L0013887,L0006461,3959
L0003078,L0007315,1002
L0009615,L0007645,4528
L0001391,L0016250,166
L0007412,L0011268,15793
L0010541,L0014878,2071
L0000813,L0008217,14862
L0015360,L0016314,10727
L0006653,L0013373,13363
L0004697,L0012062,431
L0016052,L0007440,13431
L0009266,L0012660,1712
L0001361,L0005670,4664
L0009569,L0000791,8172
L0007996,L0013425,4230
L0014299,L0003033,1891
L0006446,L0010021,2474
L0003293,L0002262,7467
L0001558,L0015682,1636
L0010822,L0002173,14193
L0008530,L0009753,1465
L0012310,L0016313,15572
L0007027,L0015645,6410
L0003586,L0011440,13233
L0001054,L0013809,10746
L0010635,L0013408,6609
L0015309,L0004725,12879
L0002804,L0003999,9383
L0000053,L0001725,12870
L0013409,L0014438,7719
L0012843,L0004395,9245
L0000759,L0003203,10779
L0004912,L0010488,8896
L0012630,L0015902,15824
L0011671,L0006033,3125
L0016092,L0011515,8963
L0011707,L0005149,9220
L0009355,L0007263,15112
L0004980,L0012344,8931
L0002499,L0000743,6222
L0003663,L0004131,13775
L0002191,L0015837,6107
L0010189,L0007154,8168
L0004890,L0005517,492
L0009039,L0011106,11044
L0013190,L0001407,7881
L0006052,L0013200,10104
L0006334,L0005005,448
L0010359,L0003940,5208
L0016272,L0004615,15171
L0005878,L0013018,182
L0002297,L0008129,2836
L0005632,L0000919,14958
L0002319,L0008057,9274
L0005479,L0013453,15968
L0014085,L0010883,4277
L0009516,L0003789,2879
L0012655,L0010091,2988
L0003599,L0005353,7690
L0010673,L0002626,14428
L0002565,L0004635,8082
L0005994,L0000411,12072
L0016154,L0005367,11886
L0005368,L0000992,12730
L0008875,L0016325,4731
L0008507,L0012702,4682
L0016273,L0008173,14691
L0010274,L0010641,13504
L0002549,L0015714,10224
L0014334,L0015241,2338
L0016112,L0008721,1673
L0008354,L0005285,14918
L0016356,L0001570,4407
L0009297,L0008964,13553
L0003690,L0000349,2521
L0007163,L0012698,3029
L0003480,L0016262,5274
L0009806,L0003019,14299
L0013688,L0011356,12525
L0001567,L0008205,13040
L0003187,L0001056,12285
L0012819,L0016039,4030
L0002204,L0004404,12299
L0007297,L0010321,14327
L0004312,L0001729,10950
L0013344,L0014932,1559
L0004246,L0009579,14777
L0000801,L0007942,1426
L0005636,L0013516,8231
L0003167,L0000643,4505
L0015319,L0011626,3470
L0001579,L0012923,1704
L0001846,L0013870,15538
L0008367,L0011426,6326
L0003274,L0007299,4733
L0012156,L0006827,14604
L0007950,L0008255,15299
L0014127,L0005293,5516
L0000211,L0012795,16016
L0013927,L0007527,4677
L0005614,L0008271,11267
L0012873,L0010560,14724
L0011656,L0000203,12542
L0008338,L0000412,11340
L0008763,L0009907,4695
L0005283,L0002614,230
L0005029,L0008325,2117
